Order_ID,Order_Date,Customer_ID,Product,Category,Region,City,Customer_Segment,Sales_Channel,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Month
ORD00406,2025-04-26,CUST1005,Monitor,Electronics,South,Kochi,Consumer,Distributor,8,19139.11,0.15,130145.95,110241.27,19904.68,2025-04
ORD00407,2025-08-31,CUST1330,Headphones,Electronics,East,Kolkata,Consumer,Retail Store,6,3437.95,0.15,17533.54,14851.94,2681.6,2025-08
ORD00408,2025-05-21,CUST1320,Backpack,Accessories,West,Ahmedabad,Consumer,Online,2,1659.12,0.1,2986.42,1825.03,1161.39,2025-05
ORD00409,2025-07-23,CUST1056,Printer,Electronics,North,Lucknow,Corporate,Retail Store,2,14908.06,0.15,25343.7,21467.61,3876.09,2025-07
ORD00410,2025-09-04,CUST1334,Smartphone,Electronics,South,Chennai,Corporate,Distributor,2,26168.96,0.15,44487.23,37683.3,6803.93,2025-09
ORD00411,2025-06-02,CUST1207,Monitor,Electronics,North,Jaipur,Home Office,Retail Store,5,17479.62,0.1,78658.29,62926.63,15731.66,2025-06
ORD00412,2025-12-05,CUST1208,Desk,Furniture,East,Kolkata,Corporate,Distributor,2,16080.15,0.08,29587.48,19939.39,9648.09,2025-12
ORD00413,2025-07-18,CUST1244,Laptop,Electronics,East,Bhubaneswar,Consumer,Retail Store,4,69686.31,0.15,236933.45,200696.57,36236.88,2025-07
ORD00414,2025-12-10,CUST1242,Desk,Furniture,South,Bengaluru,Home Office,Distributor,1,15176.25,0.0,15176.25,9409.27,5766.98,2025-12
ORD00415,2025-03-07,CUST1182,Office Chair,Furniture,West,Pune,Home Office,Distributor,3,12253.13,0.02,36024.2,22790.82,13233.38,2025-03
ORD00416,2025-04-25,CUST1241,Office Chair,Furniture,South,Chennai,Consumer,Retail Store,2,11901.02,0.0,23802.04,14757.26,9044.78,2025-04
ORD00417,2025-01-28,CUST1196,Printer,Electronics,East,Kolkata,Consumer,Online,1,13536.79,0.15,11506.27,9746.49,1759.78,2025-01
ORD00418,2025-09-29,CUST1235,Office Chair,Furniture,South,Bengaluru,Consumer,Online,2,11671.04,0.1,21007.87,14472.09,6535.78,2025-09
ORD00419,2025-03-15,CUST1161,Desk,Furniture,West,Pune,Corporate,Online,3,15414.04,0.02,45317.28,28670.11,16647.17,2025-03
ORD00420,2025-11-21,CUST1251,Laptop,Electronics,North,Lucknow,Consumer,Retail Store,3,67624.7,0.02,198816.62,146069.35,52747.27,2025-11
ORD00421,2025-02-15,CUST1274,Headphones,Electronics,East,Guwahati,Consumer,Distributor,2,3663.28,0.0,7326.56,5275.12,2051.44,2025-02
ORD00422,2025-04-13,CUST1321,Desk,Furniture,West,Ahmedabad,Corporate,Online,1,15695.08,0.0,15695.08,9730.95,5964.13,2025-04
ORD00423,2025-05-08,CUST1086,Monitor,Electronics,East,Patna,Consumer,Online,3,16822.67,0.05,47944.61,36336.97,11607.64,2025-05
ORD00424,2025-02-03,CUST1069,Laptop,Electronics,South,Chennai,Consumer,Online,3,64941.97,0.08,179239.84,140274.66,38965.18,2025-02
ORD00425,2025-06-25,CUST1117,Keyboard,Accessories,South,Bengaluru,Consumer,Distributor,5,2044.26,0.0,10221.3,5621.72,4599.58,2025-06
ORD00426,2025-04-25,CUST1020,Headphones,Electronics,North,Delhi,Corporate,Online,2,3527.74,0.15,5997.16,5079.95,917.21,2025-04
ORD00427,2025-07-12,CUST1025,Office Chair,Furniture,West,Mumbai,Corporate,Online,1,11887.74,0.0,11887.74,7370.4,4517.34,2025-07
ORD00428,2025-12-20,CUST1323,Smartphone,Electronics,South,Kochi,Consumer,Online,4,29736.91,0.02,116568.69,85642.3,30926.39,2025-12
ORD00429,2025-01-05,CUST1215,Office Chair,Furniture,South,Hyderabad,Corporate,Online,3,11713.76,0.02,34438.45,21787.59,12650.86,2025-01
ORD00430,2025-02-23,CUST1103,Mouse,Accessories,West,Mumbai,Consumer,Retail Store,3,1126.48,0.1,3041.5,1858.69,1182.81,2025-02
ORD00431,2025-05-15,CUST1107,Mouse,Accessories,West,Ahmedabad,Corporate,Online,1,1131.45,0.08,1040.93,622.3,418.63,2025-05
ORD00432,2025-12-19,CUST1343,Keyboard,Accessories,South,Hyderabad,Consumer,Online,1,2292.05,0.1,2062.85,1260.63,802.22,2025-12
ORD00433,2025-09-10,CUST1234,Headphones,Electronics,West,Mumbai,Corporate,Online,2,3566.2,0.02,6989.75,5135.33,1854.42,2025-09
ORD00434,2025-06-01,CUST1347,Office Chair,Furniture,South,Hyderabad,Corporate,Distributor,5,11234.16,0.05,53362.26,34825.9,18536.36,2025-06
ORD00435,2025-06-10,CUST1340,Backpack,Accessories,West,Mumbai,Home Office,Distributor,1,1680.22,0.02,1646.62,924.12,722.5,2025-06
ORD00436,2025-11-28,CUST1176,Headphones,Electronics,South,Kochi,Home Office,Online,4,3612.54,0.05,13727.65,10404.12,3323.53,2025-11
ORD00437,2025-04-04,CUST1333,Smartphone,Electronics,South,Kochi,Consumer,Online,5,26085.98,0.08,119995.51,93909.53,26085.98,2025-04
ORD00438,2025-03-27,CUST1248,Smartphone,Electronics,North,Delhi,Home Office,Retail Store,1,29441.93,0.1,26497.74,21198.19,5299.55,2025-03
ORD00439,2025-10-19,CUST1067,Keyboard,Accessories,North,Chandigarh,Corporate,Retail Store,5,2272.6,0.15,9658.55,6249.65,3408.9,2025-10
ORD00440,2025-09-05,CUST1348,Keyboard,Accessories,North,Chandigarh,Consumer,Online,3,2052.63,0.0,6157.89,3386.84,2771.05,2025-09
ORD00441,2025-09-26,CUST1317,Printer,Electronics,West,Pune,Home Office,Retail Store,2,13070.04,0.1,23526.07,18820.86,4705.21,2025-09
ORD00442,2025-02-18,CUST1286,Backpack,Accessories,East,Bhubaneswar,Consumer,Retail Store,3,1940.15,0.02,5704.04,3201.25,2502.79,2025-02
ORD00443,2025-11-10,CUST1039,Laptop,Electronics,North,Jaipur,Consumer,Online,3,63692.42,0.02,187255.71,137575.63,49680.08,2025-11
ORD00444,2025-09-09,CUST1121,Desk,Furniture,South,Chennai,Consumer,Online,3,14689.54,0.08,40543.13,27322.54,13220.59,2025-09
ORD00445,2025-02-10,CUST1335,Keyboard,Accessories,South,Kochi,Consumer,Online,2,2310.11,0.08,4250.6,2541.12,1709.48,2025-02
ORD00446,2025-01-10,CUST1317,Smartphone,Electronics,South,Hyderabad,Corporate,Online,1,30003.67,0.1,27003.3,21602.64,5400.66,2025-01
ORD00447,2025-11-23,CUST1115,Office Chair,Furniture,West,Pune,Corporate,Online,2,12933.12,0.0,25866.24,16037.07,9829.17,2025-11
ORD00448,2025-08-21,CUST1338,Desk,Furniture,East,Guwahati,Corporate,Online,2,15608.11,0.0,31216.22,19354.06,11862.16,2025-08
ORD00449,2025-04-24,CUST1253,Laptop,Electronics,South,Chennai,Corporate,Online,1,63713.1,0.02,62438.84,45873.43,16565.41,2025-04
ORD00450,2025-03-13,CUST1098,Backpack,Accessories,North,Jaipur,Consumer,Distributor,2,1680.05,0.08,3091.29,1848.06,1243.23,2025-03
ORD00451,2025-06-23,CUST1235,Smartphone,Electronics,West,Mumbai,Home Office,Retail Store,3,29241.62,0.08,80706.87,63161.9,17544.97,2025-06
ORD00452,2025-12-04,CUST1222,Printer,Electronics,West,Pune,Home Office,Online,4,14130.83,0.1,50870.99,40696.79,10174.2,2025-12
ORD00453,2025-10-27,CUST1199,Keyboard,Accessories,West,Pune,Corporate,Online,5,2173.33,0.0,10866.65,5976.66,4889.99,2025-10
ORD00454,2025-12-03,CUST1128,Printer,Electronics,East,Patna,Consumer,Online,10,14910.23,0.15,126736.95,107353.66,19383.29,2025-12
ORD00455,2025-05-21,CUST1263,Backpack,Accessories,West,Ahmedabad,Consumer,Online,2,1688.02,0.15,2869.63,1856.82,1012.81,2025-05
ORD00456,2025-06-03,CUST1345,Mouse,Accessories,West,Pune,Consumer,Retail Store,2,1198.58,0.05,2277.3,1318.44,958.86,2025-06
ORD00457,2025-03-09,CUST1293,Headphones,Electronics,South,Chennai,Corporate,Retail Store,3,3226.36,0.1,8711.17,6968.94,1742.23,2025-03
ORD00458,2025-12-08,CUST1013,Backpack,Accessories,East,Patna,Home Office,Online,1,1790.97,0.0,1790.97,985.03,805.94,2025-12
ORD00459,2025-07-15,CUST1350,Headphones,Electronics,North,Delhi,Consumer,Retail Store,1,3251.53,0.05,3088.95,2341.1,747.85,2025-07
ORD00460,2025-05-09,CUST1053,Headphones,Electronics,West,Ahmedabad,Consumer,Online,2,3286.54,0.08,6047.23,4732.62,1314.61,2025-05
ORD00461,2025-11-12,CUST1341,Mouse,Accessories,West,Surat,Consumer,Retail Store,5,1126.57,0.05,5351.21,3098.07,2253.14,2025-11
ORD00462,2025-01-25,CUST1318,Backpack,Accessories,South,Chennai,Home Office,Online,4,1842.97,0.02,7224.44,4054.53,3169.91,2025-01
ORD00463,2025-08-15,CUST1100,Monitor,Electronics,West,Ahmedabad,Corporate,Online,3,18708.61,0.15,47706.96,40410.6,7296.36,2025-08
ORD00464,2025-05-31,CUST1021,Keyboard,Accessories,North,Delhi,Consumer,Online,3,2229.35,0.08,6153.01,3678.43,2474.58,2025-05
ORD00465,2025-08-08,CUST1080,Office Chair,Furniture,East,Bhubaneswar,Consumer,Retail Store,1,12887.37,0.08,11856.38,7990.17,3866.21,2025-08
ORD00466,2025-01-21,CUST1252,Headphones,Electronics,West,Mumbai,Corporate,Retail Store,5,3429.93,0.05,16292.17,12347.75,3944.42,2025-01
ORD00467,2025-10-21,CUST1082,Mouse,Accessories,South,Chennai,Corporate,Distributor,3,1158.86,0.1,3128.92,1912.12,1216.8,2025-10
ORD00468,2025-08-01,CUST1185,Mouse,Accessories,South,Hyderabad,Consumer,Distributor,4,1270.77,0.05,4828.93,2795.69,2033.24,2025-08
ORD00469,2025-05-31,CUST1059,Monitor,Electronics,West,Surat,Home Office,Retail Store,10,17203.96,0.0,172039.6,123868.51,48171.09,2025-05
ORD00470,2025-12-09,CUST1198,Desk,Furniture,South,Bengaluru,Home Office,Retail Store,2,16111.73,0.0,32223.46,19978.55,12244.91,2025-12
ORD00471,2025-05-12,CUST1229,Mouse,Accessories,West,Mumbai,Home Office,Retail Store,2,1106.33,0.1,1991.39,1216.96,774.43,2025-05
ORD00472,2025-09-07,CUST1274,Laptop,Electronics,South,Bengaluru,Consumer,Online,1,69886.74,0.1,62898.07,50318.45,12579.62,2025-09
ORD00473,2025-01-04,CUST1223,Smartphone,Electronics,North,Jaipur,Home Office,Online,1,25953.36,0.1,23358.02,18686.42,4671.6,2025-01
ORD00474,2025-11-28,CUST1028,Smartphone,Electronics,West,Pune,Consumer,Retail Store,1,29752.32,0.0,29752.32,21421.67,8330.65,2025-11
ORD00475,2025-04-02,CUST1222,Office Chair,Furniture,East,Bhubaneswar,Home Office,Online,2,12053.19,0.08,22177.87,14945.96,7231.91,2025-04
ORD00476,2025-06-11,CUST1300,Laptop,Electronics,South,Hyderabad,Corporate,Retail Store,3,70126.83,0.15,178823.42,151473.95,27349.47,2025-06
ORD00477,2025-01-24,CUST1225,Smartphone,Electronics,South,Hyderabad,Consumer,Retail Store,3,26090.61,0.05,74358.24,56355.72,18002.52,2025-01
ORD00478,2025-07-15,CUST1280,Backpack,Accessories,West,Mumbai,Consumer,Online,1,1815.51,0.08,1670.27,998.53,671.74,2025-07
ORD00479,2025-06-01,CUST1064,Headphones,Electronics,South,Chennai,Home Office,Online,5,3762.81,0.02,18437.77,13546.12,4891.65,2025-06
ORD00480,2025-01-22,CUST1177,Laptop,Electronics,East,Guwahati,Corporate,Distributor,2,65240.22,0.15,110908.37,93945.92,16962.45,2025-01
ORD00481,2025-04-19,CUST1059,Backpack,Accessories,West,Pune,Consumer,Online,5,1837.27,0.02,9002.62,5052.49,3950.13,2025-04
ORD00482,2025-04-03,CUST1051,Printer,Electronics,West,Surat,Corporate,Online,4,14438.48,0.05,54866.22,41582.82,13283.4,2025-04
ORD00483,2025-04-12,CUST1318,Printer,Electronics,South,Chennai,Consumer,Retail Store,2,13898.17,0.05,26406.52,20013.36,6393.16,2025-04
ORD00484,2025-02-05,CUST1290,Monitor,Electronics,South,Kochi,Consumer,Retail Store,4,18367.37,0.02,72000.09,52898.03,19102.06,2025-02
ORD00485,2025-10-18,CUST1329,Desk,Furniture,West,Surat,Consumer,Online,4,15202.35,0.15,51687.99,37701.83,13986.16,2025-10
ORD00486,2025-08-12,CUST1184,Office Chair,Furniture,West,Pune,Corporate,Online,3,12770.22,0.08,35245.81,23752.61,11493.2,2025-08
ORD00487,2025-06-06,CUST1276,Keyboard,Accessories,East,Bhubaneswar,Corporate,Online,2,2040.0,0.02,3998.4,2244.0,1754.4,2025-06
ORD00488,2025-04-11,CUST1016,Office Chair,Furniture,West,Mumbai,Corporate,Distributor,5,11579.45,0.15,49212.66,35896.29,13316.37,2025-04
ORD00489,2025-10-25,CUST1242,Printer,Electronics,South,Bengaluru,Home Office,Retail Store,3,15008.92,0.1,40524.08,32419.27,8104.81,2025-10
ORD00490,2025-12-01,CUST1238,Headphones,Electronics,South,Bengaluru,Home Office,Retail Store,5,3718.55,0.02,18220.9,13386.78,4834.12,2025-12
ORD00491,2025-09-14,CUST1085,Mouse,Accessories,North,Lucknow,Consumer,Retail Store,5,1191.49,0.1,5361.7,3276.6,2085.1,2025-09
ORD00492,2025-09-21,CUST1248,Headphones,Electronics,South,Bengaluru,Corporate,Retail Store,5,3567.27,0.02,17479.62,12842.17,4637.45,2025-09
ORD00493,2025-07-03,CUST1106,Laptop,Electronics,North,Chandigarh,Consumer,Online,2,62684.76,0.15,106564.09,90266.05,16298.04,2025-07
ORD00494,2025-09-23,CUST1267,Desk,Furniture,South,Kochi,Home Office,Online,3,14251.49,0.0,42754.47,26507.77,16246.7,2025-09
ORD00495,2025-11-21,CUST1188,Office Chair,Furniture,West,Ahmedabad,Corporate,Retail Store,2,11930.3,0.08,21951.75,14793.57,7158.18,2025-11
ORD00496,2025-10-28,CUST1250,Smartphone,Electronics,South,Kochi,Home Office,Online,2,27343.02,0.05,51951.74,39373.95,12577.79,2025-10
ORD00497,2025-09-04,CUST1109,Printer,Electronics,North,Jaipur,Consumer,Online,3,14187.39,0.05,40434.06,30644.76,9789.3,2025-09
ORD00498,2025-03-18,CUST1247,Headphones,Electronics,North,Delhi,Corporate,Online,2,3263.53,0.0,6527.06,4699.48,1827.58,2025-03
ORD00499,2025-12-12,CUST1294,Keyboard,Accessories,South,Bengaluru,Corporate,Online,2,2366.99,0.02,4639.3,2603.69,2035.61,2025-12
ORD00500,2025-10-31,CUST1265,Headphones,Electronics,North,Delhi,Home Office,Online,1,3772.28,0.02,3696.83,2716.04,980.79,2025-10
ORD00501,2025-07-27,CUST1111,Printer,Electronics,West,Mumbai,Home Office,Retail Store,5,14443.88,0.0,72219.4,51997.97,20221.43,2025-07
ORD00502,2025-08-18,CUST1094,Printer,Electronics,West,Surat,Consumer,Retail Store,3,14080.86,0.1,38018.32,30414.66,7603.66,2025-08
ORD00503,2025-11-16,CUST1198,Mouse,Accessories,South,Chennai,Home Office,Retail Store,1,1163.43,0.08,1070.36,639.89,430.47,2025-11
ORD00504,2025-03-09,CUST1308,Smartphone,Electronics,North,Chandigarh,Home Office,Retail Store,1,29405.8,0.1,26465.22,21172.18,5293.04,2025-03
ORD00505,2025-01-20,CUST1001,Mouse,Accessories,South,Hyderabad,Consumer,Retail Store,6,1235.47,0.1,6671.54,4077.05,2594.49,2025-01
ORD00506,2025-12-14,CUST1196,Backpack,Accessories,South,Chennai,Home Office,Retail Store,2,1702.83,0.08,3133.21,1873.11,1260.1,2025-12
ORD00507,2025-06-29,CUST1146,Printer,Electronics,West,Mumbai,Consumer,Online,4,14920.48,0.0,59681.92,42970.98,16710.94,2025-06
ORD00508,2025-11-03,CUST1061,Mouse,Accessories,South,Bengaluru,Consumer,Retail Store,1,1261.93,0.1,1135.74,694.06,441.68,2025-11
ORD00509,2025-09-24,CUST1219,Laptop,Electronics,South,Bengaluru,Corporate,Online,2,69677.92,0.02,136568.72,100336.2,36232.52,2025-09
ORD00510,2025-11-30,CUST1105,Printer,Electronics,South,Kochi,Corporate,Retail Store,10,14505.61,0.08,133451.61,104440.39,29011.22,2025-11
ORD00511,2025-07-31,CUST1296,Mouse,Accessories,West,Surat,Consumer,Retail Store,3,1221.78,0.05,3482.07,2015.94,1466.13,2025-07
ORD00512,2025-06-26,CUST1052,Backpack,Accessories,West,Mumbai,Corporate,Online,4,1776.45,0.02,6963.68,3908.19,3055.49,2025-06
ORD00513,2025-04-20,CUST1083,Mouse,Accessories,South,Chennai,Corporate,Retail Store,4,1283.08,0.0,5132.32,2822.78,2309.54,2025-04
ORD00514,2025-07-19,CUST1114,Laptop,Electronics,West,Pune,Consumer,Retail Store,1,68807.06,0.05,65366.71,49541.08,15825.63,2025-07
ORD00515,2025-07-09,CUST1306,Smartphone,Electronics,East,Guwahati,Home Office,Online,3,25962.58,0.05,73993.35,56079.17,17914.18,2025-07
ORD00516,2025-01-30,CUST1147,Headphones,Electronics,East,Guwahati,Consumer,Distributor,6,3234.77,0.1,17467.76,13974.21,3493.55,2025-01
ORD00517,2025-04-10,CUST1001,Laptop,Electronics,West,Pune,Corporate,Retail Store,2,63715.22,0.15,108315.87,91749.92,16565.95,2025-04
ORD00518,2025-03-22,CUST1008,Smartphone,Electronics,West,Surat,Consumer,Online,3,29391.28,0.1,79356.46,63485.16,15871.3,2025-03
ORD00519,2025-12-27,CUST1142,Smartphone,Electronics,West,Ahmedabad,Corporate,Retail Store,3,30183.0,0.05,86021.55,65195.28,20826.27,2025-12
ORD00520,2025-04-26,CUST1260,Printer,Electronics,West,Surat,Home Office,Retail Store,2,13216.93,0.08,24319.15,19032.38,5286.77,2025-04
ORD00521,2025-02-24,CUST1276,Mouse,Accessories,North,Lucknow,Consumer,Online,3,1218.07,0.05,3471.5,2009.82,1461.68,2025-02
ORD00522,2025-10-22,CUST1349,Office Chair,Furniture,East,Guwahati,Corporate,Retail Store,4,11771.31,0.08,43318.42,29192.85,14125.57,2025-10
ORD00523,2025-08-24,CUST1347,Printer,Electronics,West,Surat,Consumer,Online,3,15052.61,0.02,44254.67,32513.64,11741.03,2025-08
ORD00524,2025-12-26,CUST1128,Monitor,Electronics,West,Surat,Home Office,Online,1,18985.3,0.05,18036.03,13669.42,4366.61,2025-12
ORD00525,2025-05-28,CUST1112,Smartphone,Electronics,South,Chennai,Consumer,Distributor,3,29515.71,0.05,84119.77,63753.93,20365.84,2025-05
ORD00526,2025-10-21,CUST1106,Office Chair,Furniture,North,Jaipur,Consumer,Online,4,11939.89,0.05,45371.58,29610.93,15760.65,2025-10
ORD00527,2025-04-28,CUST1340,Monitor,Electronics,West,Ahmedabad,Consumer,Online,6,17754.68,0.15,90548.87,76700.22,13848.65,2025-04
ORD00528,2025-09-10,CUST1141,Printer,Electronics,North,Delhi,Home Office,Online,2,13492.43,0.1,24286.37,19429.1,4857.27,2025-09
ORD00529,2025-09-09,CUST1217,Headphones,Electronics,West,Ahmedabad,Consumer,Retail Store,1,3251.57,0.1,2926.41,2341.13,585.28,2025-09
ORD00530,2025-09-02,CUST1266,Mouse,Accessories,North,Lucknow,Consumer,Retail Store,1,1270.03,0.0,1270.03,698.52,571.51,2025-09
ORD00531,2025-08-24,CUST1314,Desk,Furniture,East,Kolkata,Corporate,Online,1,15750.96,0.05,14963.41,9765.6,5197.81,2025-08
ORD00532,2025-05-13,CUST1256,Headphones,Electronics,East,Bhubaneswar,Consumer,Distributor,2,3779.84,0.02,7408.49,5442.97,1965.52,2025-05
ORD00533,2025-08-06,CUST1068,Monitor,Electronics,South,Chennai,Consumer,Online,2,19430.31,0.1,34974.56,27979.65,6994.91,2025-08
ORD00534,2025-10-22,CUST1075,Monitor,Electronics,West,Ahmedabad,Corporate,Retail Store,5,18159.64,0.02,88982.24,65374.7,23607.54,2025-10
ORD00535,2025-03-18,CUST1265,Keyboard,Accessories,West,Pune,Consumer,Online,6,2294.68,0.15,11702.87,7572.44,4130.43,2025-03
ORD00536,2025-10-01,CUST1084,Desk,Furniture,West,Ahmedabad,Consumer,Distributor,1,16067.44,0.0,16067.44,9961.81,6105.63,2025-10
ORD00537,2025-01-31,CUST1185,Monitor,Electronics,West,Surat,Home Office,Online,4,19006.98,0.05,72226.52,54740.1,17486.42,2025-01
ORD00538,2025-07-04,CUST1311,Mouse,Accessories,East,Patna,Consumer,Online,2,1151.49,0.15,1957.53,1266.64,690.89,2025-07
ORD00539,2025-04-12,CUST1250,Printer,Electronics,East,Bhubaneswar,Home Office,Online,2,13889.22,0.1,25000.6,20000.48,5000.12,2025-04
ORD00540,2025-08-17,CUST1173,Smartphone,Electronics,South,Chennai,Consumer,Distributor,5,26338.63,0.15,111939.18,94819.07,17120.11,2025-08
ORD00541,2025-08-04,CUST1150,Printer,Electronics,East,Kolkata,Consumer,Online,2,15017.07,0.15,25529.02,21624.58,3904.44,2025-08
ORD00542,2025-12-30,CUST1301,Office Chair,Furniture,East,Guwahati,Consumer,Online,5,12203.86,0.05,57968.33,37831.97,20136.36,2025-12
ORD00543,2025-09-24,CUST1041,Keyboard,Accessories,South,Bengaluru,Home Office,Online,2,2104.48,0.05,3998.51,2314.93,1683.58,2025-09
ORD00544,2025-04-18,CUST1204,Headphones,Electronics,South,Hyderabad,Consumer,Distributor,3,3596.15,0.0,10788.45,7767.68,3020.77,2025-04
ORD00545,2025-09-26,CUST1127,Smartphone,Electronics,North,Jaipur,Consumer,Distributor,2,28529.21,0.02,55917.25,41082.06,14835.19,2025-09
ORD00546,2025-05-26,CUST1167,Keyboard,Accessories,East,Bhubaneswar,Corporate,Online,1,2150.07,0.05,2042.57,1182.54,860.03,2025-05
ORD00547,2025-09-01,CUST1091,Keyboard,Accessories,West,Ahmedabad,Corporate,Online,8,2063.97,0.1,14860.58,9081.47,5779.11,2025-09
ORD00548,2025-10-30,CUST1247,Printer,Electronics,South,Kochi,Corporate,Retail Store,2,14384.32,0.05,27330.21,20713.42,6616.79,2025-10
ORD00549,2025-10-04,CUST1001,Monitor,Electronics,West,Surat,Consumer,Online,1,18058.49,0.0,18058.49,13002.11,5056.38,2025-10
ORD00550,2025-09-25,CUST1154,Headphones,Electronics,South,Kochi,Corporate,Retail Store,3,3652.5,0.08,10080.9,7889.4,2191.5,2025-09
ORD00551,2025-01-05,CUST1224,Backpack,Accessories,West,Pune,Corporate,Online,1,1805.81,0.1,1625.23,993.2,632.03,2025-01
ORD00552,2025-07-22,CUST1123,Monitor,Electronics,North,Chandigarh,Home Office,Online,1,19014.28,0.15,16162.14,13690.28,2471.86,2025-07
ORD00553,2025-09-22,CUST1097,Printer,Electronics,West,Ahmedabad,Consumer,Retail Store,5,14116.27,0.08,64934.84,50818.57,14116.27,2025-09
ORD00554,2025-02-05,CUST1252,Headphones,Electronics,North,Delhi,Corporate,Retail Store,2,3534.13,0.1,6361.43,5089.15,1272.28,2025-02
ORD00555,2025-04-07,CUST1138,Desk,Furniture,North,Delhi,Home Office,Online,8,15903.97,0.05,120870.17,78883.69,41986.48,2025-04
ORD00556,2025-03-06,CUST1160,Keyboard,Accessories,West,Pune,Consumer,Online,2,2166.03,0.08,3985.5,2382.63,1602.87,2025-03
ORD00557,2025-09-13,CUST1137,Desk,Furniture,South,Hyderabad,Consumer,Retail Store,8,14121.64,0.0,112973.12,70043.33,42929.79,2025-09
ORD00558,2025-07-20,CUST1063,Smartphone,Electronics,East,Bhubaneswar,Consumer,Retail Store,5,25888.95,0.0,129444.75,93200.22,36244.53,2025-07
ORD00559,2025-05-08,CUST1049,Backpack,Accessories,West,Surat,Consumer,Distributor,1,1873.48,0.15,1592.46,1030.41,562.05,2025-05
ORD00560,2025-09-24,CUST1282,Monitor,Electronics,South,Chennai,Home Office,Online,4,18346.49,0.15,62378.07,52837.89,9540.18,2025-09
ORD00561,2025-09-24,CUST1058,Smartphone,Electronics,South,Chennai,Consumer,Distributor,5,28914.28,0.02,141679.97,104091.41,37588.56,2025-09
ORD00562,2025-05-01,CUST1005,Backpack,Accessories,South,Bengaluru,Corporate,Retail Store,2,1717.33,0.02,3365.97,1889.06,1476.91,2025-05
ORD00563,2025-01-22,CUST1081,Printer,Electronics,West,Surat,Corporate,Online,4,13185.47,0.02,51687.04,37974.15,13712.89,2025-01
ORD00564,2025-09-13,CUST1183,Smartphone,Electronics,East,Patna,Home Office,Distributor,3,25825.16,0.0,77475.48,55782.35,21693.13,2025-09
ORD00565,2025-11-27,CUST1178,Headphones,Electronics,East,Kolkata,Consumer,Online,10,3416.33,0.15,29038.81,24597.58,4441.23,2025-11
ORD00566,2025-08-13,CUST1225,Monitor,Electronics,North,Chandigarh,Consumer,Online,6,18258.96,0.08,100789.46,78878.71,21910.75,2025-08
ORD00567,2025-10-14,CUST1240,Office Chair,Furniture,East,Guwahati,Consumer,Online,2,11793.11,0.15,20048.29,14623.46,5424.83,2025-10
ORD00568,2025-05-21,CUST1278,Printer,Electronics,West,Pune,Consumer,Online,2,13859.94,0.05,26333.89,19958.31,6375.58,2025-05
ORD00569,2025-07-07,CUST1318,Keyboard,Accessories,North,Chandigarh,Corporate,Distributor,3,2342.26,0.05,6675.44,3864.73,2810.71,2025-07
ORD00570,2025-05-03,CUST1314,Desk,Furniture,West,Surat,Consumer,Retail Store,4,14635.81,0.02,57372.38,36296.81,21075.57,2025-05
ORD00571,2025-05-25,CUST1092,Desk,Furniture,South,Chennai,Consumer,Online,1,15033.57,0.02,14732.9,9320.81,5412.09,2025-05
ORD00572,2025-01-17,CUST1251,Monitor,Electronics,North,Jaipur,Consumer,Retail Store,5,18816.92,0.15,79971.91,67740.91,12231.0,2025-01
ORD00573,2025-09-27,CUST1107,Printer,Electronics,East,Patna,Consumer,Online,4,13768.26,0.0,55073.04,39652.59,15420.45,2025-09
ORD00574,2025-12-02,CUST1213,Keyboard,Accessories,West,Mumbai,Consumer,Retail Store,2,2242.97,0.15,3813.05,2467.27,1345.78,2025-12
ORD00575,2025-07-08,CUST1111,Laptop,Electronics,West,Ahmedabad,Corporate,Retail Store,5,68768.58,0.0,343842.9,247566.89,96276.01,2025-07
ORD00576,2025-09-23,CUST1292,Smartphone,Electronics,North,Jaipur,Corporate,Online,3,30013.85,0.02,88240.72,64829.92,23410.8,2025-09
ORD00577,2025-11-17,CUST1235,Headphones,Electronics,East,Guwahati,Corporate,Retail Store,3,3302.36,0.15,8421.02,7133.1,1287.92,2025-11
ORD00578,2025-12-26,CUST1081,Backpack,Accessories,West,Pune,Corporate,Online,3,1922.86,0.15,4903.29,3172.72,1730.57,2025-12
ORD00579,2025-10-01,CUST1212,Printer,Electronics,South,Chennai,Home Office,Retail Store,10,13982.34,0.05,132832.23,100672.85,32159.38,2025-10
ORD00580,2025-11-21,CUST1131,Backpack,Accessories,West,Ahmedabad,Corporate,Retail Store,2,1730.37,0.1,3114.67,1903.41,1211.26,2025-11
ORD00581,2025-07-04,CUST1266,Keyboard,Accessories,South,Kochi,Consumer,Online,2,2185.62,0.0,4371.24,2404.18,1967.06,2025-07
ORD00582,2025-03-11,CUST1142,Office Chair,Furniture,North,Jaipur,Consumer,Online,4,12921.66,0.15,43933.64,32045.72,11887.92,2025-03
ORD00583,2025-10-11,CUST1188,Mouse,Accessories,East,Bhubaneswar,Consumer,Online,1,1198.58,0.05,1138.65,659.22,479.43,2025-10
ORD00584,2025-10-26,CUST1040,Monitor,Electronics,South,Chennai,Consumer,Online,6,17506.8,0.15,89284.68,75629.38,13655.3,2025-10
ORD00585,2025-06-16,CUST1196,Keyboard,Accessories,North,Delhi,Corporate,Online,4,2246.96,0.1,8089.06,4943.31,3145.75,2025-06
